Universityname,uid,Location ,Fee,GRE,IELTS,TOEFL,Percentage,Y/N
Fairfield University,130,Connecticut,14475,319,6.0,102,67,1
Point Park University,131,Pennsylvania,16938,317,7.5,105,60,1
Point Park University,131,Pennsylvania,16938,290,6.0,111,79,0
Point Park University,131,Pennsylvania,16938,299,5.0,113,73,0
Point Park University,131,Pennsylvania,16938,326,7.5,74,83,1
Point Park University,131,Pennsylvania,16938,297,6.5,75,72,0
Point Park University,131,Pennsylvania,16938,294,6.0,98,65,0
Point Park University,131,Pennsylvania,16938,337,6.5,112,94,1
Point Park University,131,Pennsylvania,16938,297,9.0,120,64,1
Point Park University,131,Pennsylvania,16938,315,5.5,91,62,0
Point Park University,131,Pennsylvania,16938,328,8.5,105,69,1
Point Park University,131,Pennsylvania,16938,320,5.0,75,67,1
Point Park University,131,Pennsylvania,16938,322,8.5,73,87,1
Point Park University,131,Pennsylvania,16938,315,8.0,111,70,0
Point Park University,131,Pennsylvania,16938,325,8.5,112,72,1
Point Park University,131,Pennsylvania,16938,301,7.0,118,83,1
Point Park University,131,Pennsylvania,16938,304,8.5,72,63,1
Point Park University,131,Pennsylvania,16938,332,7.5,107,60,0
Point Park University,131,Pennsylvania,16938,315,8.0,104,71,0
Point Park University,131,Pennsylvania,16938,322,6.5,86,86,1
Point Park University,131,Pennsylvania,16938,306,6.5,76,83,0
Point Park University,131,Pennsylvania,16938,312,8.5,80,77,1
Point Park University,131,Pennsylvania,16938,295,9.0,115,79,0
Point Park University,131,Pennsylvania,16938,321,8.0,83,94,1
Point Park University,131,Pennsylvania,16938,335,8.5,89,73,0
Point Park University,131,Pennsylvania,16938,316,6.0,117,70,1
Point Park University,131,Pennsylvania,16938,338,6.5,114,73,0
Point Park University,131,Pennsylvania,16938,295,5.5,75,61,1
Point Park University,131,Pennsylvania,16938,313,6.5,72,67,1
Point Park University,131,Pennsylvania,16938,296,7.5,106,80,0
Point Park University,131,Pennsylvania,16938,294,8.5,113,71,1
Point Park University,131,Pennsylvania,16938,335,9.0,94,89,1
Point Park University,131,Pennsylvania,16938,299,7.0,115,82,1
Point Park University,131,Pennsylvania,16938,319,5.0,91,87,1
Point Park University,131,Pennsylvania,16938,323,6.5,84,80,0
Point Park University,131,Pennsylvania,16938,325,6.0,70,60,1
Point Park University,131,Pennsylvania,16938,335,9.0,72,86,0
Point Park University,131,Pennsylvania,16938,303,8.0,100,88,0
Point Park University,131,Pennsylvania,16938,301,7.0,76,86,0
Point Park University,131,Pennsylvania,16938,311,6.5,87,89,0
Point Park University,131,Pennsylvania,16938,314,7.5,98,81,1
Point Park University,131,Pennsylvania,16938,290,5.5,76,66,1
Point Park University,131,Pennsylvania,16938,322,6.0,74,66,1
Point Park University,131,Pennsylvania,16938,322,5.5,84,73,0
Point Park University,131,Pennsylvania,16938,296,6.0,101,81,0
Point Park University,131,Pennsylvania,16938,290,5.0,70,94,1
Point Park University,131,Pennsylvania,16938,338,7.5,75,71,1
Point Park University,131,Pennsylvania,16938,333,7.0,87,65,0
Point Park University,131,Pennsylvania,16938,330,7.0,113,70,0
Point Park University,131,Pennsylvania,16938,319,6.5,112,82,1
Point Park University,131,Pennsylvania,16938,334,8.0,96,74,1
Point Park University,131,Pennsylvania,16938,315,6.0,70,87,0
Point Park University,131,Pennsylvania,16938,337,6.0,82,91,0
Point Park University,131,Pennsylvania,16938,316,5.0,92,72,0
Point Park University,131,Pennsylvania,16938,339,7.5,96,95,0
Point Park University,131,Pennsylvania,16938,314,7.5,114,63,1
Point Park University,131,Pennsylvania,16938,291,6.0,108,80,1
Point Park University,131,Pennsylvania,16938,315,9.0,107,80,0
Point Park University,131,Pennsylvania,16938,299,9.0,106,75,1
Point Park University,131,Pennsylvania,16938,330,7.0,98,65,0
Point Park University,131,Pennsylvania,16938,315,9.0,70,88,1
Point Park University,131,Pennsylvania,16938,331,5.5,112,63,1
Point Park University,131,Pennsylvania,16938,336,7.5,101,87,0
Point Park University,131,Pennsylvania,16938,332,6.5,84,93,0
Point Park University,131,Pennsylvania,16938,328,5.5,78,83,1
Point Park University,131,Pennsylvania,16938,300,8.5,107,65,1
Point Park University,131,Pennsylvania,16938,295,7.0,102,75,0
Point Park University,131,Pennsylvania,16938,304,7.0,97,75,0
Point Park University,131,Pennsylvania,16938,300,6.5,102,74,1
Point Park University,131,Pennsylvania,16938,326,6.0,73,67,1
Point Park University,131,Pennsylvania,16938,301,6.5,102,94,0
Point Park University,131,Pennsylvania,16938,300,6.5,107,63,1
Point Park University,131,Pennsylvania,16938,300,7.5,85,88,1
Point Park University,131,Pennsylvania,16938,298,6.0,92,67,1
Point Park University,131,Pennsylvania,16938,332,6.0,93,81,0
Point Park University,131,Pennsylvania,16938,322,6.5,78,95,0
Point Park University,131,Pennsylvania,16938,327,7.5,77,77,0
Point Park University,131,Pennsylvania,16938,304,7.0,82,91,1
Point Park University,131,Pennsylvania,16938,318,5.5,110,90,1
Point Park University,131,Pennsylvania,16938,340,8.0,115,67,1
Point Park University,131,Pennsylvania,16938,319,6.0,100,87,0
Point Park University,131,Pennsylvania,16938,324,5.0,71,62,1
Minnesota State University,132,Minnesota,7424,328,6.5,92,69,1
Minnesota State University,132,Minnesota,7424,332,5.0,102,87,0
Minnesota State University,132,Minnesota,7424,312,6.0,111,94,1
Minnesota State University,132,Minnesota,7424,340,5.5,117,66,0
Minnesota State University,132,Minnesota,7424,339,6.5,103,95,0
Minnesota State University,132,Minnesota,7424,338,6.5,72,68,1
Minnesota State University,132,Minnesota,7424,299,8.0,78,72,0
Minnesota State University,132,Minnesota,7424,326,8.0,85,90,1
Minnesota State University,132,Minnesota,7424,333,6.5,72,77,0
Minnesota State University,132,Minnesota,7424,292,7.0,97,61,0
Minnesota State University,132,Minnesota,7424,332,5.0,75,74,1
Minnesota State University,132,Minnesota,7424,332,6.5,85,79,0
Minnesota State University,132,Minnesota,7424,322,8.0,87,70,0
Minnesota State University,132,Minnesota,7424,296,7.0,92,81,1
Minnesota State University,132,Minnesota,7424,320,5.5,72,83,1
Minnesota State University,132,Minnesota,7424,313,5.0,120,87,1
Minnesota State University,132,Minnesota,7424,291,8.0,83,67,1
Minnesota State University,132,Minnesota,7424,336,8.0,99,74,0
Minnesota State University,132,Minnesota,7424,314,7.5,77,80,1
Minnesota State University,132,Minnesota,7424,327,7.0,75,73,1
Minnesota State University,132,Minnesota,7424,311,8.0,114,63,0
Minnesota State University,132,Minnesota,7424,336,5.0,102,74,1
Minnesota State University,132,Minnesota,7424,300,7.0,92,65,0
Minnesota State University,132,Minnesota,7424,338,6.0,106,94,1
Minnesota State University,132,Minnesota,7424,309,8.5,105,89,0
Minnesota State University,132,Minnesota,7424,291,8.0,90,77,1
Minnesota State University,132,Minnesota,7424,300,7.5,84,95,1
Minnesota State University,132,Minnesota,7424,337,6.5,105,68,1
Minnesota State University,132,Minnesota,7424,324,7.0,114,92,1
Minnesota State University,132,Minnesota,7424,307,6.0,107,75,1
Minnesota State University,132,Minnesota,7424,320,9.0,119,68,0
Minnesota State University,132,Minnesota,7424,321,8.0,120,83,1
Minnesota State University,132,Minnesota,7424,312,7.5,96,63,1
Minnesota State University,132,Minnesota,7424,315,6.5,94,78,0
Minnesota State University,132,Minnesota,7424,336,7.0,93,93,1
Minnesota State University,132,Minnesota,7424,301,5.0,89,84,1
Minnesota State University,132,Minnesota,7424,322,8.0,105,70,1
Minnesota State University,132,Minnesota,7424,336,8.0,113,87,0
Minnesota State University,132,Minnesota,7424,319,6.5,118,91,0
Minnesota State University,132,Minnesota,7424,331,7.0,115,63,1
Minnesota State University,132,Minnesota,7424,326,6.0,111,80,0
Minnesota State University,132,Minnesota,7424,295,7.0,105,70,1
Minnesota State University,132,Minnesota,7424,300,7.5,86,74,1
Minnesota State University,132,Minnesota,7424,321,7.0,93,86,1
Minnesota State University,132,Minnesota,7424,318,6.5,91,69,1
Minnesota State University,132,Minnesota,7424,320,9.0,83,79,1
Minnesota State University,132,Minnesota,7424,308,6.5,74,78,1
Minnesota State University,132,Minnesota,7424,303,6.0,85,65,1
Minnesota State University,132,Minnesota,7424,308,6.5,71,89,0
Minnesota State University,132,Minnesota,7424,292,7.0,86,63,0
Minnesota State University,132,Minnesota,7424,319,7.5,120,81,0
Minnesota State University,132,Minnesota,7424,316,7.5,70,69,0
Minnesota State University,132,Minnesota,7424,314,9.0,78,67,0
Minnesota State University,132,Minnesota,7424,340,5.5,77,74,0
Minnesota State University,132,Minnesota,7424,328,9.0,108,74,0
Minnesota State University,132,Minnesota,7424,298,6.5,120,68,0
Minnesota State University,132,Minnesota,7424,320,5.0,117,86,1
Minnesota State University,132,Minnesota,7424,310,6.0,110,79,1
Minnesota State University,132,Minnesota,7424,292,9.0,90,79,1
Minnesota State University,132,Minnesota,7424,324,7.0,117,87,0
Minnesota State University,132,Minnesota,7424,323,7.0,89,90,0
Minnesota State University,132,Minnesota,7424,328,7.0,119,68,1
Minnesota State University,132,Minnesota,7424,306,9.0,91,83,0
Minnesota State University,132,Minnesota,7424,313,7.0,96,81,1
Minnesota State University,132,Minnesota,7424,332,6.0,86,84,1
Minnesota State University,132,Minnesota,7424,295,6.5,112,73,1
Minnesota State University,132,Minnesota,7424,313,6.0,116,63,0
Minnesota State University,132,Minnesota,7424,326,5.0,90,70,1
Minnesota State University,132,Minnesota,7424,315,8.0,82,60,0
Minnesota State University,132,Minnesota,7424,324,5.0,96,92,0
Minnesota State University,132,Minnesota,7424,318,6.0,85,77,0
Minnesota State University,132,Minnesota,7424,290,7.5,95,78,1
Minnesota State University,132,Minnesota,7424,304,9.0,105,77,1
Minnesota State University,132,Minnesota,7424,290,6.5,94,84,1
Minnesota State University,132,Minnesota,7424,336,9.0,71,73,0
Minnesota State University,132,Minnesota,7424,317,8.0,118,61,1
Minnesota State University,132,Minnesota,7424,303,7.5,80,70,1
Minnesota State University,132,Minnesota,7424,292,8.0,120,83,1
Minnesota State University,132,Minnesota,7424,319,8.0,101,60,0
Minnesota State University,132,Minnesota,7424,303,9.0,120,95,1
Minnesota State University,132,Minnesota,7424,312,5.5,74,80,1
Marist College,133,New York,13500,323,5.0,99,62,0
Marist College,133,New York,13500,338,7.0,120,76,1
Marist College,133,New York,13500,321,8.5,73,67,1
Marist College,133,New York,13500,308,5.0,99,71,1
Marist College,133,New York,13500,313,7.5,75,93,1
Marist College,133,New York,13500,327,6.5,76,88,1
Marist College,133,New York,13500,303,7.5,87,80,0
Marist College,133,New York,13500,307,5.5,119,89,0
Marist College,133,New York,13500,329,9.0,85,84,0
Marist College,133,New York,13500,299,5.0,112,93,1
Marist College,133,New York,13500,309,8.0,82,63,0
Marist College,133,New York,13500,327,9.0,88,62,0
Marist College,133,New York,13500,337,5.0,72,66,1
Marist College,133,New York,13500,311,8.5,70,65,1
Marist College,133,New York,13500,329,8.5,115,86,0
Marist College,133,New York,13500,328,7.5,96,67,0
Marist College,133,New York,13500,322,7.0,90,91,0
Marist College,133,New York,13500,315,5.5,99,78,1
Marist College,133,New York,13500,298,6.0,95,85,0
Marist College,133,New York,13500,329,5.5,106,63,0
Marist College,133,New York,13500,314,6.5,74,85,1
Marist College,133,New York,13500,327,8.5,91,88,1
Marist College,133,New York,13500,329,8.5,97,82,0
Marist College,133,New York,13500,299,6.0,89,63,0
Marist College,133,New York,13500,300,8.0,76,90,1
Marist College,133,New York,13500,317,7.5,116,91,1
Marist College,133,New York,13500,328,7.0,81,79,0
Marist College,133,New York,13500,314,9.0,98,78,1
Marist College,133,New York,13500,330,5.5,83,62,0
Marist College,133,New York,13500,292,7.0,86,82,0
Marist College,133,New York,13500,305,8.5,93,82,0
Marist College,133,New York,13500,315,6.5,99,78,0
Marist College,133,New York,13500,308,7.5,91,94,1
Marist College,133,New York,13500,300,5.0,95,66,1
Marist College,133,New York,13500,294,8.5,85,76,0
Marist College,133,New York,13500,307,8.5,93,87,0
Marist College,133,New York,13500,304,7.5,83,68,0
Marist College,133,New York,13500,328,5.5,78,92,1
Marist College,133,New York,13500,337,7.0,113,87,0
Marist College,133,New York,13500,320,9.0,107,60,0
Marist College,133,New York,13500,323,5.5,74,86,1
Marist College,133,New York,13500,315,9.0,97,77,1
Marist College,133,New York,13500,320,6.0,71,71,0
Marist College,133,New York,13500,312,6.5,117,68,0
Marist College,133,New York,13500,335,8.5,111,79,1
Marist College,133,New York,13500,336,5.0,81,88,1
Marist College,133,New York,13500,313,6.0,76,93,1
Marist College,133,New York,13500,293,5.0,76,95,0
Marist College,133,New York,13500,306,8.5,73,76,1
Marist College,133,New York,13500,340,7.5,105,87,1
Marist College,133,New York,13500,331,8.5,73,85,0
Marist College,133,New York,13500,316,8.0,103,90,1
Marist College,133,New York,13500,327,7.5,101,64,1
Marist College,133,New York,13500,297,7.5,100,64,1
Marist College,133,New York,13500,340,5.0,118,91,0
Marist College,133,New York,13500,290,7.5,109,62,0
Marist College,133,New York,13500,329,6.5,76,74,0
Marist College,133,New York,13500,340,6.0,75,67,0
Marist College,133,New York,13500,303,7.0,80,67,0
Marist College,133,New York,13500,339,7.0,70,90,0
Marist College,133,New York,13500,299,6.0,87,63,1
Marist College,133,New York,13500,309,6.5,71,82,1
Marist College,133,New York,13500,317,7.5,78,94,1
Marist College,133,New York,13500,303,7.5,109,75,0
Marist College,133,New York,13500,305,7.5,110,69,1
Marist College,133,New York,13500,301,8.0,81,70,0
Marist College,133,New York,13500,336,9.0,105,68,0
Marist College,133,New York,13500,338,7.0,92,87,0
Marist College,133,New York,13500,326,7.5,92,79,1
Marist College,133,New York,13500,318,9.0,70,91,1
Marist College,133,New York,13500,304,6.5,94,88,0
Marist College,133,New York,13500,309,8.0,119,82,1
Marist College,133,New York,13500,338,5.5,115,73,1
Marist College,133,New York,13500,337,8.0,89,67,0
Marist College,133,New York,13500,306,6.0,120,64,0
Marist College,133,New York,13500,300,8.5,77,75,1
Marist College,133,New York,13500,308,8.0,93,74,1
Marist College,133,New York,13500,334,8.5,81,78,0
Marist College,133,New York,13500,309,9.0,91,92,1
Marist College,133,New York,13500,325,8.5,102,86,0
Marist College,133,New York,13500,300,5.0,118,90,1
The College of Saint Rose,134,New York,14879,299,9.0,76,66,1
The College of Saint Rose,134,New York,14879,311,9.0,115,91,1
The College of Saint Rose,134,New York,14879,326,5.0,113,71,1
The College of Saint Rose,134,New York,14879,299,8.5,94,76,1
The College of Saint Rose,134,New York,14879,292,8.0,84,86,1
The College of Saint Rose,134,New York,14879,329,6.5,115,81,1
The College of Saint Rose,134,New York,14879,325,9.0,94,92,1
The College of Saint Rose,134,New York,14879,301,5.0,116,60,1
The College of Saint Rose,134,New York,14879,308,5.5,96,62,0
The College of Saint Rose,134,New York,14879,333,6.5,117,78,0
The College of Saint Rose,134,New York,14879,312,7.5,74,70,0
The College of Saint Rose,134,New York,14879,305,9.0,101,65,0
The College of Saint Rose,134,New York,14879,308,5.5,119,87,0
The College of Saint Rose,134,New York,14879,293,9.0,73,86,0
The College of Saint Rose,134,New York,14879,338,9.0,86,95,1
The College of Saint Rose,134,New York,14879,303,9.0,103,84,1
The College of Saint Rose,134,New York,14879,319,7.0,84,63,1
The College of Saint Rose,134,New York,14879,329,6.5,119,76,0
The College of Saint Rose,134,New York,14879,305,6.0,78,60,0
The College of Saint Rose,134,New York,14879,321,5.0,78,91,0
The College of Saint Rose,134,New York,14879,296,8.0,87,68,0
The College of Saint Rose,134,New York,14879,325,6.0,88,65,1
The College of Saint Rose,134,New York,14879,308,8.0,93,84,0
The College of Saint Rose,134,New York,14879,299,6.5,94,95,1
The College of Saint Rose,134,New York,14879,290,7.5,100,76,0
The College of Saint Rose,134,New York,14879,290,8.5,91,66,1
The College of Saint Rose,134,New York,14879,301,9.0,94,76,0
The College of Saint Rose,134,New York,14879,290,6.0,97,84,1
The College of Saint Rose,134,New York,14879,293,7.5,98,94,1
The College of Saint Rose,134,New York,14879,329,8.5,73,68,0
The College of Saint Rose,134,New York,14879,311,6.0,117,83,1
The College of Saint Rose,134,New York,14879,340,8.0,110,91,0
The College of Saint Rose,134,New York,14879,332,6.0,102,64,1
The College of Saint Rose,134,New York,14879,335,5.5,118,86,0
The College of Saint Rose,134,New York,14879,325,5.0,73,62,0
The College of Saint Rose,134,New York,14879,320,6.0,110,74,1
The College of Saint Rose,134,New York,14879,294,6.0,94,61,1
The College of Saint Rose,134,New York,14879,316,8.0,72,90,1
The College of Saint Rose,134,New York,14879,293,6.5,72,85,1
The College of Saint Rose,134,New York,14879,312,8.5,71,75,0
The College of Saint Rose,134,New York,14879,307,7.0,75,80,1
The College of Saint Rose,134,New York,14879,339,5.0,80,65,0
The College of Saint Rose,134,New York,14879,308,6.0,120,68,1
The College of Saint Rose,134,New York,14879,327,7.0,76,77,0
The College of Saint Rose,134,New York,14879,315,7.0,109,92,0
The College of Saint Rose,134,New York,14879,296,8.0,73,65,0
The College of Saint Rose,134,New York,14879,330,8.0,76,78,1
The College of Saint Rose,134,New York,14879,336,9.0,70,64,1
The College of Saint Rose,134,New York,14879,339,8.5,111,83,0
The College of Saint Rose,134,New York,14879,329,7.0,78,84,0
The College of Saint Rose,134,New York,14879,314,6.0,106,86,0
The College of Saint Rose,134,New York,14879,299,8.5,95,91,0
The College of Saint Rose,134,New York,14879,326,7.0,96,91,1
The College of Saint Rose,134,New York,14879,317,7.0,105,73,0
The College of Saint Rose,134,New York,14879,323,7.0,94,64,0
The College of Saint Rose,134,New York,14879,337,9.0,97,90,1
The College of Saint Rose,134,New York,14879,324,9.0,101,91,1
The College of Saint Rose,134,New York,14879,312,9.0,102,75,1
The College of Saint Rose,134,New York,14879,309,5.5,109,67,0
The College of Saint Rose,134,New York,14879,301,5.0,76,68,0
The College of Saint Rose,134,New York,14879,309,6.5,104,78,1
The College of Saint Rose,134,New York,14879,290,8.0,84,75,1
The College of Saint Rose,134,New York,14879,315,8.0,81,62,1
The College of Saint Rose,134,New York,14879,338,8.5,104,70,1
The College of Saint Rose,134,New York,14879,299,8.0,87,63,0
The College of Saint Rose,134,New York,14879,312,5.0,76,62,1
The College of Saint Rose,134,New York,14879,328,7.0,110,61,0
The College of Saint Rose,134,New York,14879,296,8.5,101,67,0
The College of Saint Rose,134,New York,14879,319,7.5,78,86,0
The College of Saint Rose,134,New York,14879,339,9.0,78,72,1
The College of Saint Rose,134,New York,14879,291,6.5,105,70,0
The College of Saint Rose,134,New York,14879,311,6.0,109,69,0
The College of Saint Rose,134,New York,14879,302,6.0,120,90,0
The College of Saint Rose,134,New York,14879,336,5.0,91,91,1
The College of Saint Rose,134,New York,14879,300,8.0,77,79,0
The College of Saint Rose,134,New York,14879,323,7.0,106,73,1
The College of Saint Rose,134,New York,14879,298,6.0,108,95,0
The College of Saint Rose,134,New York,14879,293,7.5,114,86,0
The College of Saint Rose,134,New York,14879,333,6.5,110,60,0
The College of Saint Rose,134,New York,14879,296,6.5,81,63,0
The College of Saint Rose,134,New York,14879,333,5.0,90,75,1
South Dakota State University,135,South Dakota,10146,329,5.5,102,92,0
South Dakota State University,135,South Dakota,10146,305,5.0,94,95,1
South Dakota State University,135,South Dakota,10146,312,9.0,113,93,1
South Dakota State University,135,South Dakota,10146,339,8.0,101,60,1
South Dakota State University,135,South Dakota,10146,306,5.5,81,77,0
South Dakota State University,135,South Dakota,10146,339,7.5,113,75,0
South Dakota State University,135,South Dakota,10146,322,6.5,105,65,0
South Dakota State University,135,South Dakota,10146,300,8.5,74,62,0
South Dakota State University,135,South Dakota,10146,315,5.0,98,88,1
South Dakota State University,135,South Dakota,10146,297,9.0,83,89,1
South Dakota State University,135,South Dakota,10146,314,6.0,88,84,0
South Dakota State University,135,South Dakota,10146,306,9.0,82,62,1
South Dakota State University,135,South Dakota,10146,327,9.0,88,67,0
South Dakota State University,135,South Dakota,10146,310,7.5,106,80,1
South Dakota State University,135,South Dakota,10146,314,6.5,87,61,1
South Dakota State University,135,South Dakota,10146,293,7.5,109,68,1
South Dakota State University,135,South Dakota,10146,300,7.5,115,70,0
South Dakota State University,135,South Dakota,10146,311,7.5,110,77,0
South Dakota State University,135,South Dakota,10146,298,6.0,87,66,1
South Dakota State University,135,South Dakota,10146,308,9.0,79,77,0
South Dakota State University,135,South Dakota,10146,321,9.0,114,81,0
South Dakota State University,135,South Dakota,10146,332,9.0,116,90,1
South Dakota State University,135,South Dakota,10146,299,5.5,73,81,1
South Dakota State University,135,South Dakota,10146,298,7.5,115,62,0
South Dakota State University,135,South Dakota,10146,291,5.0,106,92,0
South Dakota State University,135,South Dakota,10146,317,6.0,76,71,1
South Dakota State University,135,South Dakota,10146,304,5.0,93,83,1
South Dakota State University,135,South Dakota,10146,324,7.5,83,92,0
South Dakota State University,135,South Dakota,10146,326,6.5,85,77,0
South Dakota State University,135,South Dakota,10146,303,7.5,107,71,0
South Dakota State University,135,South Dakota,10146,336,6.5,77,67,1
South Dakota State University,135,South Dakota,10146,332,8.5,120,86,1
South Dakota State University,135,South Dakota,10146,312,7.0,113,71,0
South Dakota State University,135,South Dakota,10146,327,9.0,110,84,1
South Dakota State University,135,South Dakota,10146,297,8.5,74,60,0
South Dakota State University,135,South Dakota,10146,302,8.5,81,73,1
South Dakota State University,135,South Dakota,10146,304,5.5,111,82,0
South Dakota State University,135,South Dakota,10146,292,8.0,110,62,1
South Dakota State University,135,South Dakota,10146,314,5.0,83,61,1
South Dakota State University,135,South Dakota,10146,309,8.5,115,85,1
South Dakota State University,135,South Dakota,10146,331,6.5,82,61,1
South Dakota State University,135,South Dakota,10146,339,6.0,103,81,1
South Dakota State University,135,South Dakota,10146,315,8.0,117,73,0
South Dakota State University,135,South Dakota,10146,300,7.0,116,61,0
South Dakota State University,135,South Dakota,10146,291,7.0,115,66,0
South Dakota State University,135,South Dakota,10146,319,7.5,72,89,1
South Dakota State University,135,South Dakota,10146,322,5.0,100,89,1
South Dakota State University,135,South Dakota,10146,339,6.5,103,76,0
South Dakota State University,135,South Dakota,10146,290,7.5,114,82,0
South Dakota State University,135,South Dakota,10146,306,6.5,109,83,0
South Dakota State University,135,South Dakota,10146,306,7.5,109,68,0
South Dakota State University,135,South Dakota,10146,325,9.0,107,80,0
South Dakota State University,135,South Dakota,10146,339,8.5,74,86,0
South Dakota State University,135,South Dakota,10146,293,5.0,80,62,1
South Dakota State University,135,South Dakota,10146,293,7.0,79,95,0
South Dakota State University,135,South Dakota,10146,305,5.5,89,94,1
South Dakota State University,135,South Dakota,10146,323,8.5,84,95,0
South Dakota State University,135,South Dakota,10146,320,7.5,80,61,1
South Dakota State University,135,South Dakota,10146,338,5.0,80,82,1
South Dakota State University,135,South Dakota,10146,326,5.5,101,73,0
South Dakota State University,135,South Dakota,10146,318,8.0,100,87,0
South Dakota State University,135,South Dakota,10146,309,9.0,93,61,1
South Dakota State University,135,South Dakota,10146,327,7.5,120,93,1
South Dakota State University,135,South Dakota,10146,311,8.5,98,76,0
South Dakota State University,135,South Dakota,10146,332,6.5,109,80,1
South Dakota State University,135,South Dakota,10146,310,5.5,88,86,1
South Dakota State University,135,South Dakota,10146,294,9.0,104,67,0
South Dakota State University,135,South Dakota,10146,318,9.0,108,84,1
South Dakota State University,135,South Dakota,10146,303,9.0,79,94,1
South Dakota State University,135,South Dakota,10146,313,6.5,71,83,0
South Dakota State University,135,South Dakota,10146,321,6.0,80,83,1
South Dakota State University,135,South Dakota,10146,323,5.0,105,67,0
South Dakota State University,135,South Dakota,10146,335,8.5,108,63,1
South Dakota State University,135,South Dakota,10146,331,5.5,87,80,0
South Dakota State University,135,South Dakota,10146,324,6.0,98,87,1
South Dakota State University,135,South Dakota,10146,304,7.5,113,67,0
South Dakota State University,135,South Dakota,10146,305,9.0,77,62,1
South Dakota State University,135,South Dakota,10146,308,7.0,106,62,1
South Dakota State University,135,South Dakota,10146,291,8.0,100,72,1
South Dakota State University,135,South Dakota,10146,306,8.0,76,89,0
South Dakota State University,135,South Dakota,10146,317,5.0,120,65,1
Texas Weslyn University,136,Texas,14000,301,5.5,76,68,0
Texas Weslyn University,136,Texas,14000,309,6.5,116,86,1
Texas Weslyn University,136,Texas,14000,312,6.5,118,87,0
Texas Weslyn University,136,Texas,14000,317,7.0,109,72,0
Texas Weslyn University,136,Texas,14000,314,7.5,86,72,1
Texas Weslyn University,136,Texas,14000,296,9.0,113,68,1
Texas Weslyn University,136,Texas,14000,339,8.5,91,84,0
Texas Weslyn University,136,Texas,14000,339,5.5,93,68,1
Texas Weslyn University,136,Texas,14000,335,5.5,89,60,1
Texas Weslyn University,136,Texas,14000,328,6.0,71,69,1
Texas Weslyn University,136,Texas,14000,306,5.5,101,60,0
Texas Weslyn University,136,Texas,14000,335,7.5,75,77,1
Texas Weslyn University,136,Texas,14000,323,6.5,101,62,0
Texas Weslyn University,136,Texas,14000,331,6.5,119,87,1
Texas Weslyn University,136,Texas,14000,321,8.5,119,70,0
Texas Weslyn University,136,Texas,14000,337,9.0,94,72,0
Texas Weslyn University,136,Texas,14000,329,6.0,97,76,1
Texas Weslyn University,136,Texas,14000,338,5.5,110,69,1
Texas Weslyn University,136,Texas,14000,324,6.0,116,88,1
Texas Weslyn University,136,Texas,14000,319,8.5,80,73,1
Texas Weslyn University,136,Texas,14000,332,5.5,83,63,1
Texas Weslyn University,136,Texas,14000,302,7.0,107,63,1
Texas Weslyn University,136,Texas,14000,333,6.0,87,60,0
Texas Weslyn University,136,Texas,14000,317,9.0,84,68,0
Texas Weslyn University,136,Texas,14000,293,8.0,109,80,1
Texas Weslyn University,136,Texas,14000,295,6.5,95,83,1
Texas Weslyn University,136,Texas,14000,336,8.0,93,65,0
Texas Weslyn University,136,Texas,14000,313,8.5,104,94,0
Texas Weslyn University,136,Texas,14000,303,5.5,96,63,0
Texas Weslyn University,136,Texas,14000,332,8.5,106,92,0
Texas Weslyn University,136,Texas,14000,290,8.0,102,65,0
Texas Weslyn University,136,Texas,14000,310,7.5,108,60,0
Texas Weslyn University,136,Texas,14000,295,8.5,78,68,0
Texas Weslyn University,136,Texas,14000,314,6.5,81,81,1
Texas Weslyn University,136,Texas,14000,321,8.5,88,79,0
Texas Weslyn University,136,Texas,14000,306,6.0,119,66,1
Texas Weslyn University,136,Texas,14000,327,7.0,73,61,0
Texas Weslyn University,136,Texas,14000,314,8.5,101,61,0
Texas Weslyn University,136,Texas,14000,338,7.0,119,76,0
Texas Weslyn University,136,Texas,14000,300,7.5,101,87,1
Texas Weslyn University,136,Texas,14000,336,6.0,100,88,0
Texas Weslyn University,136,Texas,14000,338,5.5,79,95,1
Texas Weslyn University,136,Texas,14000,297,6.5,119,71,1
Texas Weslyn University,136,Texas,14000,330,8.0,88,63,0
Texas Weslyn University,136,Texas,14000,328,9.0,108,74,0
Texas Weslyn University,136,Texas,14000,315,7.5,106,94,1
Texas Weslyn University,136,Texas,14000,309,8.5,87,72,0
Texas Weslyn University,136,Texas,14000,319,7.5,99,83,0
Texas Weslyn University,136,Texas,14000,325,9.0,78,86,0
Texas Weslyn University,136,Texas,14000,317,7.5,110,80,0
Texas Weslyn University,136,Texas,14000,327,8.0,91,84,0
Texas Weslyn University,136,Texas,14000,290,5.5,99,76,1
Texas Weslyn University,136,Texas,14000,313,8.0,110,84,1
Texas Weslyn University,136,Texas,14000,322,8.5,75,62,1
Texas Weslyn University,136,Texas,14000,321,6.5,74,93,1
Texas Weslyn University,136,Texas,14000,291,7.5,105,65,0
Texas Weslyn University,136,Texas,14000,293,7.0,116,86,0
Texas Weslyn University,136,Texas,14000,313,9.0,108,68,0
Texas Weslyn University,136,Texas,14000,331,7.0,104,66,1
Texas Weslyn University,136,Texas,14000,300,8.0,85,83,1
Texas Weslyn University,136,Texas,14000,298,8.0,97,60,0
Texas Weslyn University,136,Texas,14000,330,5.0,92,77,1
